"license","Licensee Information","Business Name:","License Number:","In Business:","Location Address:","City/Town:","State:","Telephone Number:","Trade Name","Address","Town","County","License #","Permissions","Expiration Date","On or Off","latitude","longitude","accuracy","marker-size","marker-color","marker-symbol"
"306",NA,"RITE AID #4140","306","Yes","151 MAPLE STREET","CORNISH","ME","717-214-8543","RITE AID #4140","151 MAPLE STREET","CORNISH","YORK","306","V-M","11/15/2015","OFF",43.655653,43.655653,"street_address","small","#4f4","restaurant"
"3060",NA,"ELKS LODGE #188 PORTLAND","3060","Yes","1945 CONGRESS STREET","PORTLAND","ME","773-7396","ELKS LODGE #188 PORTLAND","1945 CONGRESS STREET","PORTLAND","CUMBERLAND","3060","S-V-M","01/25/2015","ON",43.628465,43.628465,"street_address","small","#f44","restaurant"
"3063",NA,"YORK COUNTY VETERANS ALLIANCE","3063","Yes","24 BRADBURY STREET","BIDDEFORD","ME","294-7330","YORK COUNTY VETERANS ALLIANCE","24 BRADBURY STREET","BIDDEFORD","YORK","3063","S-V-M","08/28/2015","ON",43.6335133,43.6335133,"subpremise","small","#f44","restaurant"
"3071",NA,"LAFAYETTE SOCIAL CLUB","3071","Yes","48 WINTER STREET","SANFORD","ME","","LAFAYETTE SOCIAL CLUB","48 WINTER STREET","SANFORD","YORK","3071","S-V-M","12/31/2014","ON",43.6551785,43.6551785,"street_address","small","#f44","restaurant"
"3082",NA,"SANFORD LODGE OF ELKS #1470","3082","Yes","13  ELM STREET","SANFORD","ME","324-8184","SANFORD LODGE OF ELKS #1470","13  ELM STREET","SANFORD","YORK","3082","S-V-M","01/31/2015","ON",43.6238575,43.6238575,"street_address","small","#f44","restaurant"
"3084",NA,"ITALIAN HERITAGE CENTER, THE","3084","Yes","40 WESTLAND AVENUE","PORTLAND","ME","772-2500","ITALIAN HERITAGE CENTER, THE","40 WESTLAND AVENUE","PORTLAND","CUMBERLAND","3084","S-V-M","12/22/2015","ON",43.6311278,43.6311278,"premise","small","#f44","restaurant"
"3094",NA,"VFW POST #9935","3094","Yes","1 HUTCHINSON STREET","SANFORD","ME","324-1142","VFW POST #9935","1 HUTCHINSON STREET","SANFORD","YORK","3094","S-V-M","12/31/2014","ON",43.6753531,43.6753531,"street_address","small","#f44","restaurant"
"3097",NA,"AMVETS #1 MERTON IRA STAPLES","3097","Yes","147 ALFRED STREET","BIDDEFORD","ME","282-9461","AMVETS #1 MERTON IRA STAPLES","147 ALFRED STREET","BIDDEFORD","YORK","3097","S-V-M","08/03/2015","ON",43.659861,43.659861,"street_address","small","#f44","restaurant"
"3098",NA,"VFW POST # 6977 BOARDMAN ELLIS POST","3098","Yes","75 CAPE NEDDICK ROAD","YORK BEACH","ME","363-9827","VFW POST # 6977 BOARDMAN ELLIS POST","75 CAPE NEDDICK ROAD","YORK BEACH","YORK","3098","S-V-M","12/31/2014","ON",43.729235,43.729235,"street_address","small","#f44","restaurant"
"3101",NA,"WOLVES SOCIAL CLUB","3101","Yes","40 HIGH STREET","SANFORD","ME","490-2529","WOLVES SOCIAL CLUB","40 HIGH STREET","SANFORD","YORK","3101","S-V-M","12/31/2014","ON",43.5670888,43.5670888,"street_address","small","#f44","restaurant"
"3102",NA,"TRAILBLAZERS","3102","Yes","102 BILLS LANE","WELLS","ME","646-9718","TRAILBLAZERS","102 BILLS LANE","WELLS","YORK","3102","S-V-M","04/18/2015","ON",43.6947391,43.6947391,"street_address","small","#f44","restaurant"
"3105",NA,"SPRINGVALE SOCIAL CLUB","3105","Yes","22 BRIDGE STREET","SPRINGVALE","ME","324-1073","SPRINGVALE SOCIAL CLUB","22 BRIDGE STREET","SPRINGVALE","YORK","3105","S-V-M","12/31/2014","ON",43.653674,43.653674,"street_address","small","#f44","restaurant"
"3117",NA,"VFW POST #6859 DEERING MEMORIAL","3117","Yes","687 FOREST AVENUE","PORTLAND","ME","773-8745","VFW POST #6859 DEERING MEMORIAL","687 FOREST AVENUE","PORTLAND","CUMBERLAND","3117","S-V-M","12/31/2014","ON",44.1104299,44.1104299,"street_address","small","#f44","restaurant"
"3126",NA,"AMVETS POST #3, MOORE-MICHAUD- BATCHELDER POST #3","3126","Yes","169 LOWER SCHOOL STREET","SANFORD","ME","324-1661","AMVETS POST #3, MOORE-MICHAUD- BATCHELDER POST
#3","169 LOWER SCHOOL STREET","SANFORD","YORK","3126","S-V-M","06/11/2015","ON",43.844695,43.844695,"street_address","small","#f44","restaurant"
"3130",NA,"YORK HARBOR READING ROOM","3130","Yes","491 YORK STREET","YORK HARBOR","ME","363-2450","YORK HARBOR READING ROOM","491 YORK STREET","YORK HARBOR","YORK","3130","S-V-M","04/30/2015","ON",43.9146221,43.9146221,"street_address","small","#f44","restaurant"
"3142",NA,"EAGLES # 3792 SACO AERIE","3142","Yes","9 SPRING STREET","SACO","ME","283-0025","EAGLES # 3792 SACO AERIE","9 SPRING STREET","SACO","YORK","3142","S-V-M","12/13/2014","ON",43.7244179,43.7244179,"street_address","small","#f44","restaurant"
"3151",NA,"AMERICAN LEGION #19  THOMAS W COLE POST","3151","Yes","656 MAIN STREET","SPRINGVALE","ME","324-5354","AMERICAN LEGION #19  THOMAS W COLE
POST","656 MAIN STREET","SPRINGVALE","YORK","3151","S-V-M","04/19/2015","ON",43.6582367,43.6582367,"street_address","small","#f44","restaurant"
"3153",NA,"SEVERANCE LODGE CLUB INC.","3153","Yes","100 SEVERANCE LODGE ROAD","CENTER LOVELL","ME","925-3100","SEVERANCE LODGE CLUB INC.","100 SEVERANCE LODGE ROAD","CENTER LOVELL","OXFORD","3153","S-V-M","06/19/2015","ON",43.732568,43.732568,"street_address","small","#f44","restaurant"
"317",NA,"HANNAFORD  #8138","317","Yes","532 MAIN STREET","SACO","ME","282-4152","HANNAFORD  #8138","532 MAIN STREET","SACO","YORK","317","M-V","05/10/2015","OFF",43.85735,43.85735,"locality","small","#4f4","restaurant"
"3172",NA,"WELLS LODGE OF ELKS #2738","3172","Yes","356 BALD HILL ROAD","WELLS","ME","646-2427","WELLS LODGE OF ELKS #2738","356 BALD HILL ROAD","WELLS","YORK","3172","S-V-M","09/25/2015","ON",43.916293,43.916293,"street_address","small","#f44","restaurant"
"318",NA,"CVS PHARMACY #608","318","Yes","1096 BRIGHTON AVE. - PINE TREE SHOPPING CTR","PORTLAND","ME","207-772-8601","CVS PHARMACY #608","1096 BRIGHTON AVE. - PINE TREE SHOPPING
CTR","PORTLAND","CUMBERLAND","318","M-V","06/27/2015","OFF",43.654403,43.654403,"street_address","small","#4f4","restaurant"
"324",NA,"PAUL'S FOOD CENTER","324","Yes","585 CONGRESS STREET","PORTLAND","ME","772-3704","PAUL'S FOOD CENTER","585 CONGRESS STREET","PORTLAND","CUMBERLAND","324","M-V","09/28/2015","OFF",43.6562141,43.6562141,"street_address","small","#4f4","restaurant"
"327",NA,"THREE D'S VARIETY","327","Yes","165 MAIN STREET, SUITE #102","BIDDEFORD","ME","286-8771","THREE D'S VARIETY","165 MAIN STREET, SUITE #102","BIDDEFORD","YORK","327","M-V","06/01/2015","OFF",44.0371292,44.0371292,"premise","small","#4f4","restaurant"
"339",NA,"MACDONALD'S BEACH CONVENIENCE","339","Yes","37 SACO AVENUE","OLD ORCHARD BEACH","ME","934-2681","MACDONALD'S BEACH CONVENIENCE","37 SACO AVENUE","OLD ORCHARD BEACH","YORK","339","V-M","05/21/2015","OFF",43.8484288,43.8484288,"street_address","small","#4f4","restaurant"
"34",NA,"JERRY'S MARKET","34","Yes","1022 MAIN STREET","SANFORD","ME","324-5834","JERRY'S MARKET","1022 MAIN STREET","SANFORD","YORK","34","M-V","10/03/2015","OFF",43.917868,43.917868,"street_address","small","#4f4","restaurant"
"348",NA,"BIG APPLE FOOD STORE 1089, THE","348","Yes","16 WASHINGTON AVENUE","PORTLAND","ME","743-9212","BIG APPLE FOOD STORE 1089, THE","16 WASHINGTON AVENUE","PORTLAND","CUMBERLAND","348","M-V","07/29/2015","OFF",43.6578918,43.6578918,"street_address","small","#4f4","restaurant"
"363",NA,"MAINE SMOKE SHOP #102","363","Yes","804 WASHINGTON AVENUE","PORTLAND","ME","879-4529","MAINE SMOKE SHOP #102","804 WASHINGTON AVENUE","PORTLAND","CUMBERLAND","363","V-M","09/13/2015","OFF",43.546239,43.546239,"street_address","small","#4f4","restaurant"
"374",NA,"EDDIE'S VARIETY","374","Yes","377 AUBURN STREET","PORTLAND","ME","797-4796","EDDIE'S VARIETY","377 AUBURN STREET","PORTLAND","CUMBERLAND","374","M-V","07/28/2015","OFF",43.6567208,43.6567208,"street_address","small","#4f4","restaurant"
"378",NA,"HONEY EXCHANGE, THE","378","Yes","494 STEVENS AVE.","PORTLAND","ME","207-773-9333","HONEY EXCHANGE, THE","494 STEVENS AVE.","PORTLAND","CUMBERLAND","378","M-V","08/17/2015","OFF",43.6795314,43.6795314,"locality","small","#4f4","restaurant"
"38",NA,"ROSEMONT MARKET","38","Yes","5 COMMERCIAL STREET","PORTLAND","ME","207-939-5053","ROSEMONT MARKET","5 COMMERCIAL STREET","PORTLAND","CUMBERLAND","38","M-V","11/19/2014","OFF",43.6397209,43.6397209,"street_address","small","#4f4","restaurant"
"383",NA,"COASTAL DISCOUNT BEVERAGE & REDEMPTION, INC.","383","Yes","559 ELM STREET","BIDDEFORD","ME","284-2241","COASTAL DISCOUNT BEVERAGE & REDEMPTION,
INC.","559 ELM STREET","BIDDEFORD","YORK","383","V-M","12/28/2014","OFF",43.5936424,43.5936424,"street_address","small","#4f4","restaurant"
"391",NA,"JAKE'S QUIK-STOP","391","Yes","205 BRIGHTON AVENUE","PORTLAND","ME","207-831-3896","JAKE'S QUIK-STOP","205 BRIGHTON AVENUE","PORTLAND","CUMBERLAND","391","V-M","09/20/2015","OFF",43.909555,43.909555,"street_address","small","#4f4","restaurant"
"392",NA,"CUMBERLAND FARMS #5599","392","Yes","31 ELM STREET","SACO","ME","207-282-3317","CUMBERLAND FARMS #5599","31 ELM STREET","SACO","YORK","392","V-M","09/30/2015","OFF",43.6563475,43.6563475,"street_address","small","#4f4","restaurant"
"393",NA,"RITE AID #10302","393","Yes","15 SHAPLEIGH ROAD","KITTERY","ME","717-214-8543","RITE AID #10302","15 SHAPLEIGH ROAD","KITTERY","YORK","393","M-V","07/10/2015","OFF",43.9178468,43.9178468,"street_address","small","#4f4","restaurant"
"4004",NA,"VILLAGE BY THE SEA","4004","Yes","1373 POST ROAD","WELLS","ME","646-1100","VILLAGE BY THE SEA","1373 POST ROAD","WELLS","YORK","4004","S-V-M","11/17/2015","ON",43.8338775,43.8338775,"street_address","small","#f44","restaurant"
"401",NA,"D & H CONVENIENCE STORE","401","Yes","1041 CLARKS MILLS ROAD","DAYTON","ME","499-7370","D & H CONVENIENCE STORE","1041 CLARKS MILLS ROAD","DAYTON","YORK","401","M-V","10/24/2014","OFF",43.6645207,43.6645207,"street_address","small","#4f4","restaurant"
"4010",NA,"BREAKWATER INN, THE","4010","Yes","131-133 OCEAN AVE","KENNEBUNKPORT","ME","967-3118","BREAKWATER INN, THE","131-133 OCEAN AVE","KENNEBUNKPORT","YORK","4010","S-V-M","07/12/2015","ON",43.9732725,43.9732725,"street_address","small","#f44","restaurant"
"402",NA,"BIG APPLE FOOD STORE #1026","402","Yes","2 PARK AVENUE","PORTLAND","ME","207-743-9212","BIG APPLE FOOD STORE #1026","2 PARK AVENUE","PORTLAND","CUMBERLAND","402","M-V","05/29/2015","OFF",43.6570426,43.6570426,"street_address","small","#4f4","restaurant"
"4020",NA,"SEASON'S GRILLE @ HOWARD JOHNSONS","4020","Yes","155 RIVERSIDE STREET","PORTLAND","ME","774-5861","SEASON'S GRILLE @ HOWARD JOHNSONS","155 RIVERSIDE STREET","PORTLAND","CUMBERLAND","4020","S-V-M","03/03/2015","ON",43.94154,43.94154,"street_address","small","#f44","restaurant"
"4021",NA,"KENNEBUNKPORT INN","4021","Yes","ONE DOCK SQUARE","KENNEBUNKPORT","ME","967-2621","KENNEBUNKPORT INN","ONE DOCK SQUARE","KENNEBUNKPORT","YORK","4021","S-V-M","03/15/2015","ON",43.6474588,43.6474588,"street_address","small","#f44","restaurant"
"4023",NA,"UNION BLUFF HOTEL, THE","4023","Yes","8 BEACH STREET            **TEMP THRU 11/06/2014**","YORK BEACH","ME","363-1333","UNION BLUFF HOTEL, THE","8 BEACH STREET		**TEMP THRU
11/06/2014**","YORK BEACH","YORK","4023","S-V-M","10/20/2014","ON",43.6555423,43.6555423,"street_address","small","#f44","restaurant"
"4025",NA,"UNION BLUFF MEETING HOUSE, THE","4025","Yes","4 BEACH STREET","YORK BEACH","ME","363-1333","UNION BLUFF MEETING HOUSE, THE","4 BEACH STREET","YORK BEACH","YORK","4025","S-V-M","08/20/2015","ON",43.5724398,43.5724398,"street_address","small","#f44","restaurant"
"4026",NA,"STAGE NECK INN","4026","Yes","8 STAGE NECK ROAD","YORK","ME","363-3850","STAGE NECK INN","8 STAGE NECK ROAD","YORK","YORK","4026","S-V-M","03/31/2015","ON",43.665633,43.665633,"street_address","small","#f44","restaurant"
"4029",NA,"BEACHMERE INN","4029","Yes","62 BEACHMERE PLACE","OGUNQUIT","ME","646-2021","BEACHMERE INN","62 BEACHMERE PLACE","OGUNQUIT","YORK","4029","S-V-M","06/18/2015","ON",43.8803094,43.8803094,"street_address","small","#f44","restaurant"
"403",NA,"CAT 'N-NINE TAILS COUNTRY STORE","403","Yes","1294 US ROUTE ONE","CAPE NEDDICK","ME","363-5572","CAT 'N-NINE TAILS COUNTRY STORE","1294 US ROUTE ONE","CAPE NEDDICK","YORK","403","M-V","09/20/2015","OFF",43.7001208,43.7001208,"street_address","small","#4f4","restaurant"
"4043",NA,"FIRESIDE INN & SUITES PORTLAND","4043","Yes","81 RIVERSIDE STREET","PORTLAND","ME","774-5601","FIRESIDE INN & SUITES PORTLAND","81 RIVERSIDE STREET","PORTLAND","CUMBERLAND","4043","S-V-M","06/28/2015","ON",43.7358803,43.7358803,"street_address","small","#f44","restaurant"
"4048",NA,"NONANTUM RESORT","4048","Yes","95 OCEAN AVENUE","KENNEBUNKPORT","ME","967-4050","NONANTUM RESORT","95 OCEAN AVENUE","KENNEBUNKPORT","YORK","4048","S-V-M","04/12/2015","ON",43.6496053,43.6496053,"street_address","small","#f44","restaurant"
"4055",NA,"HOLIDAY INN BY THE BAY","4055","Yes","88 SPRING STREET","PORTLAND","ME","775-2311","HOLIDAY INN BY THE BAY","88 SPRING STREET","PORTLAND","CUMBERLAND","4055","S-V-M","04/30/2015","ON",44.0544789,44.0544789,"street_address","small","#f44","restaurant"
"4056",NA,"VILLAGE COVE INN","4056","Yes","29 SOUTH MAIN STREET","KENNEBUNKPORT","ME","967-3993","VILLAGE COVE INN","29 SOUTH MAIN STREET","KENNEBUNKPORT","YORK","4056","S-V-M","06/06/2015","ON",43.7842067,43.7842067,"street_address","small","#f44","restaurant"
"4065",NA,"RHUMB LINE RESORT","4065","Yes","41 TURBATS CREEK ROAD","KENNEBUNKPORT","ME","967-5457","RHUMB LINE RESORT","41 TURBATS CREEK ROAD","KENNEBUNKPORT","YORK","4065","S-V-M","02/01/2015","ON",43.6551817,43.6551817,"street_address","small","#f44","restaurant"
"4076",NA,"ONE SOHO SQUARE BEVERAGES","4076","Yes","43 WEST GRAND AVENUE","OLD ORCHARD BEACH","ME","934-1300","ONE SOHO SQUARE BEVERAGES","43 WEST GRAND AVENUE","OLD ORCHARD BEACH","YORK","4076","S-V-M","08/22/2015","ON",43.642704,43.642704,"street_address","small","#f44","restaurant"
"4081",NA,"EMBASSY SUITES","4081","Yes","1050 WESTBROOK ST","PORTLAND","ME","775-2200","EMBASSY SUITES","1050 WESTBROOK ST","PORTLAND","CUMBERLAND","4081","S-V-M","03/26/2015","ON",43.6592563,43.6592563,"street_address","small","#f44","restaurant"
"4086",NA,"OGUNQUIT RIVER INN & SUITES","4086","Yes","17 POST ROAD","WELLS","ME","646-9611","OGUNQUIT RIVER INN & SUITES","17 POST ROAD","WELLS","YORK","4086","S-V-M","09/23/2015","ON",43.8297274,43.8297274,"street_address","small","#f44","restaurant"
"4108",NA,"ANCHORAGE MOTOR INN OF YORK, INC.","4108","Yes","265 LONG BEACH AVENUE","YORK","ME","363-5112","ANCHORAGE MOTOR INN OF YORK, INC.","265 LONG BEACH AVENUE","YORK","YORK","4108","S-V-M","05/11/2015","ON",43.6535207,43.6535207,"street_address","small","#f44","restaurant"
"411",NA,"CONGRESS STREET CLIPPER MART","411","Yes","1199 CONGRESS STREET","PORTLAND","ME","207-775-7980","CONGRESS STREET CLIPPER MART","1199 CONGRESS STREET","PORTLAND","CUMBERLAND","411","V-M","05/25/2015","OFF",43.9698364,43.9698364,"street_address","small","#4f4","restaurant"
"4113",NA,"PORTLAND REGENCY HOTEL, THE","4113","Yes","20 MILK STREET","PORTLAND","ME","774-4200","PORTLAND REGENCY HOTEL, THE","20 MILK STREET","PORTLAND","CUMBERLAND","4113","S-V-M","04/03/2015","ON",44.0544515,44.0544515,"street_address","small","#f44","restaurant"
"4119",NA,"EDGEWATER INN, THE","4119","Yes","126 OCEAN AVENUE","KENNEBUNKPORT","ME","967-3315","EDGEWATER INN, THE","126 OCEAN AVENUE","KENNEBUNKPORT","YORK","4119","S-V-M","02/19/2015","ON",43.6318347,43.6318347,"street_address","small","#f44","restaurant"
"4125",NA,"KENNEBUNK INN, THE","4125","Yes","45 MAIN STREET","KENNEBUNK","ME","985-3351","KENNEBUNK INN, THE","45 MAIN STREET","KENNEBUNK","YORK","4125","S-V-M","04/13/2015","ON",43.6593608,43.6593608,"street_address","small","#f44","restaurant"
"4127",NA,"PLEASANT POINT INN","4127","Yes","145 PLEASANT POINT ROAD","CENTER LOVELL","ME","925-3008","PLEASANT POINT INN","145 PLEASANT POINT ROAD","CENTER LOVELL","OXFORD","4127","S-V-M","06/05/2015","ON",43.656843,43.656843,"street_address","small","#f44","restaurant"
"4128",NA,"WESTMEADOW PUB","4128","Yes","74 MAIN STREET","OGUNQUIT","ME","646-9661","WESTMEADOW PUB","74 MAIN STREET","OGUNQUIT","YORK","4128","S-V-M","12/21/2014","ON",43.6335133,43.6335133,"subpremise","small","#f44","restaurant"
"4135",NA,"KINGS PORT INN","4135","Yes","18 WESTERN AVENUE","KENNEBUNK","ME","967-4340","KINGS PORT INN","18 WESTERN AVENUE","KENNEBUNK","YORK","4135","S-V-M","07/24/2015","ON",43.8598396,43.8598396,"street_address","small","#f44","restaurant"
"4138",NA,"WHITE BARN INN","4138","Yes","37 BEACH STREET","KENNEBUNK","ME","967-2321","WHITE BARN INN","37 BEACH STREET","KENNEBUNK","YORK","4138","S-V-M","02/21/2015","ON",43.6668226,43.6668226,"street_address","small","#f44","restaurant"
"4147",NA,"RESIDENCE INN BY MARRIOTT HOTEL","4147","Yes","145 FORE STREET","PORTLAND","ME","207-761-1660","RESIDENCE INN BY MARRIOTT HOTEL","145 FORE STREET","PORTLAND","CUMBERLAND","4147","S-V-M","07/07/2015","ON",43.6508124,43.6508124,"route","small","#f44","restaurant"
"4150",NA,"WESTIN PORTLAND HARBORVIEW","4150","Yes","157 HIGH STREET                 **TEMP THRU 01/31/32015**","PORTLAND","ME","775-5411","WESTIN PORTLAND HARBORVIEW","157 HIGH STREET		      **TEMP THRU
01/31/32015**","PORTLAND","CUMBERLAND","4150","S-V-M","12/09/2014","ON",43.6554707,43.6554707,"street_address","small","#f44","restaurant"
"416",NA,"BIDDEFORD MARKET","416","Yes","316 MAIN STREET","BIDDEFORD","ME","207-494-8683","BIDDEFORD MARKET","316 MAIN STREET","BIDDEFORD","YORK","416","V-M","06/26/2015","OFF",43.6797109,43.6797109,"street_address","small","#4f4","restaurant"
"4161",NA,"ANCHORAGE BY THE SEA","4161","Yes","125 SHORE ROAD","OGUNQUIT","ME","646-9384","ANCHORAGE BY THE SEA","125 SHORE ROAD","OGUNQUIT","YORK","4161","S-V-M","05/21/2015","ON",43.857042,43.857042,"street_address","small","#f44","restaurant"
"4163",NA,"TOWN HOUSE PUB","4163","Yes","5 STORER STREET","SACO","ME","284-4711","TOWN HOUSE PUB","5 STORER STREET","SACO","YORK","4163","S-V-M","09/22/2015","ON",43.680284,43.680284,"street_address","small","#f44","restaurant"
"4164",NA,"RAMADA INN & EXPRESS EVENTS CATERING","4164","Yes","352 NORTH STREET","SACO","ME","286-9600","RAMADA INN & EXPRESS EVENTS CATERING","352 NORTH STREET","SACO","YORK","4164","S-V-M","03/04/2015","ON",43.8407487,43.8407487,"street_address","small","#f44","restaurant"
"4167",NA,"YORK HARBOR INN","4167","Yes","480 YORK STREET","YORK HARBOR","ME","363-5119","YORK HARBOR INN","480 YORK STREET","YORK HARBOR","YORK","4167","S-V-M","05/14/2015","ON",43.913361,43.913361,"street_address","small","#f44","restaurant"
"4176",NA,"CAPE ARUNDEL INN","4176","Yes","208 OCEAN AVENUE","KENNEBUNK","ME","967-2125","CAPE ARUNDEL INN","208 OCEAN AVENUE","KENNEBUNK","YORK","4176","S-V-M","05/15/2015","ON",43.632974,43.632974,"street_address","small","#f44","restaurant"
"4179",NA,"BREAKWATER HOTEL","4179","Yes","127 OCEAN AVENUE","KENNEBUNKPORT","ME","967-5333","BREAKWATER HOTEL","127 OCEAN AVENUE","KENNEBUNKPORT","YORK","4179","S-V-M","04/24/2015","ON",43.714986,43.714986,"bus_station","small","#f44","restaurant"
"4182",NA,"CLARION HOTEL","4182","Yes","1230 CONGRESS ST","PORTLAND","ME","774-5611","CLARION HOTEL","1230 CONGRESS ST","PORTLAND","CUMBERLAND","4182","S-V-M","01/30/2015","ON",43.6544178,43.6544178,"street_address","small","#f44","restaurant"
"4184",NA,"HILTON GARDEN INN PORTLAND DOWNTOWN","4184","Yes","65 COMMERCIAL ST","PORTLAND","ME","780-0780","HILTON GARDEN INN PORTLAND DOWNTOWN","65 COMMERCIAL ST","PORTLAND","CUMBERLAND","4184","S-V-M","06/11/2015","ON",43.5402849,43.5402849,"street_address","small","#f44","restaurant"
"4187",NA,"PORTLAND HARBOR HOTEL","4187","Yes","468 FORE STREET","PORTLAND","ME","775-9090","PORTLAND HARBOR HOTEL","468 FORE STREET","PORTLAND","CUMBERLAND","4187","S-V-M","07/11/2015","ON",44.0503522,44.0503522,"street_address","small","#f44","restaurant"
"4188",NA,"ALOUETTE BEACH RESORT","4188","Yes","91  EAST GRAND AVE","OLD ORCHARD BEACH","ME","(207)934-4151","ALOUETTE BEACH RESORT","91  EAST GRAND AVE","OLD ORCHARD BEACH","YORK","4188","M-V","06/29/2015","ON",44.007134,44.007134,"street_address","small","#f44","restaurant"
"419",NA,"HANNAFORD #8351","419","Yes","295 FOREST AVENUE","PORTLAND","ME","761-5965","HANNAFORD #8351","295 FOREST AVENUE","PORTLAND","CUMBERLAND","419","V-M","03/08/2015","OFF",43.8370816,43.8370816,"street_address","small","#4f4","restaurant"
"4198",NA,"COLONY HOTEL, THE","4198","Yes","140 OCEAN AVENUE","KENNEBUNKPORT","ME","967-3331","COLONY HOTEL, THE","140 OCEAN AVENUE","KENNEBUNKPORT","YORK","4198","S-V-M","05/15/2015","ON",43.593349,43.593349,"street_address","small","#f44","restaurant"
"421",NA,"SPICE & GRAIN, LLC","421","Yes","17 PORTLAND ST.","FRYEBURG","ME","207-347-1703","SPICE & GRAIN, LLC","17 PORTLAND ST.","FRYEBURG","OXFORD","421","M-V","04/07/2015","OFF",43.9621476,43.9621476,"street_address","small","#4f4","restaurant"
"422",NA,"BRADBURY BROTHERS MARKET, INC.","422","Yes","167 MAIN STREET","KENNEBUNKPORT","ME","207-967-3939","BRADBURY BROTHERS MARKET, INC.","167 MAIN STREET","KENNEBUNKPORT","YORK","422","M-V","08/05/2015","OFF",43.8352208,43.8352208,"street_address","small","#4f4","restaurant"
"427",NA,"WELLS SUPER FOOD MARKET","427","Yes","1517 POST ROAD","WELLS","ME","207-641-2125","WELLS SUPER FOOD MARKET","1517 POST ROAD","WELLS","YORK","427","V-M","06/06/2015","OFF",43.803804,43.803804,"street_address","small","#4f4","restaurant"
"4302",NA,"NORSEMAN RESORT","4302","Yes","135 BEACH STREET","OGUNQUIT","ME","646-7024","NORSEMAN RESORT","135 BEACH STREET","OGUNQUIT","YORK","4302","S-V-M","06/04/2015","ON",43.858593,43.858593,"street_address","small","#f44","restaurant"
"4304",NA,"OLD FORT INN","4304","Yes","8 OLD FORT AVENUE","KENNEBUNKPORT","ME","967-5353","OLD FORT INN","8 OLD FORT AVENUE","KENNEBUNKPORT","YORK","4304","S-V-M","05/18/2015","ON",43.9682302,43.9682302,"route","small","#f44","restaurant"
"4305",NA,"TIDES BEACH CLUB","4305","Yes","254 KINGS HWY","KENNEBUNKPORT","ME","985-5132","TIDES BEACH CLUB","254 KINGS HWY","KENNEBUNKPORT","YORK","4305","S-V-M","05/25/2015","ON",43.8583079,43.8583079,"street_address","small","#f44","restaurant"
"4309",NA,"HIDDEN POND","4309","Yes","354 GOOSE ROCKS ROAD","KENNEBUNKPORT","ME","967-9050","HIDDEN POND","354 GOOSE ROCKS ROAD","KENNEBUNKPORT","YORK","4309","S-V-M","05/25/2015","ON",43.6555423,43.6555423,"street_address","small","#f44","restaurant"
"4312",NA,"BOATHOUSE HOTEL AND MARINA, THE","4312","Yes","21 OCEAN AVENUE","KENNEBUNKPORT","ME","967-8223","BOATHOUSE HOTEL AND MARINA, THE","21 OCEAN AVENUE","KENNEBUNKPORT","YORK","4312","S-V-M","05/14/2015","ON",44.053782,44.053782,"street_address","small","#f44","restaurant"
"4313",NA,"COLONIAL INN","4313","Yes","145 SHORE ROAD","OGUNQUIT","ME","646-5191","COLONIAL INN","145 SHORE ROAD","OGUNQUIT","YORK","4313","S-V-M","05/29/2015","ON",43.8336333,43.8336333,"street_address","small","#f44","restaurant"
"4314",NA,"HILTON GARDEN INN PORTLAND AIRPORT","4314","Yes","145 JETPORT BOULEVARD","PORTLAND","ME","315-445-2424","HILTON GARDEN INN PORTLAND AIRPORT","145 JETPORT BOULEVARD","PORTLAND","CUMBERLAND","4314","S-V-M","08/28/2015","ON",43.6794078,43.6794078,"street_address","small","#f44","restaurant"
"4318",NA,"HYATT PLACE PORTLAND/OLD PORT","4318","Yes","433 FORE STREET","PORTLAND","ME","775-1000","HYATT PLACE PORTLAND/OLD PORT","433 FORE STREET","PORTLAND","CUMBERLAND","4318","S-V-M","05/11/2015","ON",43.6567879,43.6567879,"street_address","small","#f44","restaurant"
"4319",NA,"CLIFF HOUSE RESORT & SPA, THE","4319","Yes","591 SHORE ROAD","YORK","ME","361-1000","CLIFF HOUSE RESORT & SPA, THE","591 SHORE ROAD","YORK","YORK","4319","S-V-M","04/07/2015","ON",43.9676824,43.9676824,"street_address","small","#f44","restaurant"
"4320",NA,"COURTYARD PORTLAND DOWNTOWN/WATERFRONT","4320","Yes","321 COMMERCIAL STREET","PORTLAND","ME","865-6105x103","COURTYARD PORTLAND DOWNTOWN/WATERFRONT","321 COMMERCIAL STREET","PORTLAND","CUMBERLAND","4320","S-V-M","05/13/2015","ON",43.6553324,43.6553324,"street_address","small","#f44","restaurant"
"438",NA,"NEIGHBORHOOD HEALTH & HERBS","438","Yes","239 MAIN STREET","SACO","ME","286-8633","NEIGHBORHOOD HEALTH & HERBS","239 MAIN STREET","SACO","YORK","438","M-V","11/05/2015","OFF",43.6556373,43.6556373,"street_address","small","#4f4","restaurant"
"440",NA,"SUDS & MORE, INC.","440","Yes","2 SHAPLEIGH ROAD","KITTERY","ME","439-0666","SUDS & MORE, INC.","2 SHAPLEIGH ROAD","KITTERY","YORK","440","V-M","12/25/2014","OFF",43.657782,43.657782,"street_address","small","#4f4","restaurant"
